#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20250128    04:51:04       1     54     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:04       2     56     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:04       3     53     35     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:05       0     51     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:05       1     54     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:05       2     56     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:05       3     53     35     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:06       0     51     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:06       1     54     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:06       2     56     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:06       3     53     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:07       0     51     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:07       1     54     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:07       2     56     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:07       3     53     34     34      0      0      0      0      0      0   1215    210      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20250128    04:51:08       0     51     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:08       1     54     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:08       2     56     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:08       3     53     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:09       0     51     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:09       1     54     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:09       2     56     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:09       3     53     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:11       0     51     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:11       1     54     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:11       2     56     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:11       3     53     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:12       0     51     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:12       1     54     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:12       2     56     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:12       3     53     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:13       0     51     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:13       1     54     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:13       2     56     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:13       3     53     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:14       0     51     34     35      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:14       1     54     34     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:14       2     56     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:14       3     53     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:15       0     51     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:15       1     54     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:15       2     56     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:15       3     53     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:16       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:16       1     56     33     33      0      0      0      0      0      0   1215    705      0      0 
 20250128    04:51:16       2     57     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:16       3     53     34     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:18       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:18       1     56     33     33      0      0      0      0      0      0   1215    705      0      0 
 20250128    04:51:18       2     56     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:18       3     53     34     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:19       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:19       1     54     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:19       2     56     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:19       3     53     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:20       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:20       1     54     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:20       2     56     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:20       3     53     33     33      0      0      0      0      0      0   1215    210      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20250128    04:51:21       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:21       1     54     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:21       2     56     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:21       3     53     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:22       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:22       1     54     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:22       2     56     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:22       3     53     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:24       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:24       1     54     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:24       2     56     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:24       3     53     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:25       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:25       1     54     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:25       2     56     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:25       3     53     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:26       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:26       1     54     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:26       2     56     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:26       3     53     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:27       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:27       1     54     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:27       2     56     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:27       3     52     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:28       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:28       1     54     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:28       2     56     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:28       3     52     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:29       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:29       1     54     33     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:29       2     56     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:29       3     52     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:31       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:31       1     54     33     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:31       2     56     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:31       3     52     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:32       0     51     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:32       1     54     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:32       2     56     33     34      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:32       3     52     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:33       0     51     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:33       1     54     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:33       2     56     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:33       3     52     33     33      0      0      0      0      0      0   1215    210      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20250128    04:51:34       0     51     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:34       1     54     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:34       2     56     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:34       3     52     33     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:35       0     51     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:35       1     54     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:35       2     56     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:35       3     52     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:36       0     51     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:36       1     54     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:36       2     56     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:36       3     52     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:38       0     51     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:38       1     54     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:38       2     56     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:38       3     52     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:39       0     51     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:39       1     54     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:39       2     56     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:39       3     52     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:40       0     51     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:40       1     54     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:40       2     56     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:40       3     52     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:41       0     51     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:41       1     54     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:41       2     56     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:41       3     52     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:42       0     51     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:42       1     54     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:42       2     56     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:42       3     52     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:44       0     50     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:44       1     54     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:44       2     55     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:44       3     52     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:45       0     51     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:45       1     54     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:45       2     55     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:45       3     52     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:46       0     50     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:46       1     54     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:46       2     55     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:46       3     52     32     32      0      0      0      0      0      0   1215    210      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20250128    04:51:47       0     50     32     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:47       1     54     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:47       2     55     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:47       3     52     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:48       0     50     31     33      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:48       1     54     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:48       2     55     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:48       3     52     32     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:49       0     50     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:49       1     54     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:49       2     55     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:49       3     52     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:51       0     50     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:51       1     54     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:51       2     55     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:51       3     52     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:52       0     50     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:52       1     53     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:52       2     55     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:52       3     52     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:53       0     50     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:53       1     54     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:53       2     55     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:53       3     52     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:54       0     50     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:54       1     53     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:54       2     55     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:54       3     52     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:55       0     50     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:55       1     53     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:55       2     55     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:55       3     52     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:56       0     50     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:56       1     53     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:56       2     55     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:56       3     52     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:58       0     50     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:58       1     53     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:58       2     55     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:58       3     52     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:59       0     50     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:59       1     53     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:59       2     55     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:51:59       3     52     31     31      0      0      0      0      0      0   1215    210      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20250128    04:52:00       0     50     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:52:00       1     53     30     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:52:00       2     55     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:52:00       3     52     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:52:01       0     50     31     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:52:01       1     53     30     30      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:52:01       2     55     30     32      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:52:01       3     52     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:52:02       0     50     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:52:02       1     53     30     30      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:52:02       2     55     30     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:52:02       3     52     31     31      0      0      0      0      0      0   1215    210      0      0 
 20250128    04:52:04       0     57     31     32      0      0      0      0      0      0   1215   1095      0      0 
 20250128    04:52:04       1     60     31     30      0      0      0      0      0      0   1215   1095      0      0 
 20250128    04:52:04       2     62     31     31      0      0      0      0      0      0   1215   1095      0      0 
 20250128    04:52:04       3     58     31     31      0      0      0      0      0      0   1215   1095      0      0 
 20250128    04:52:05       0     56     31     32      0      0      0      0      0      0   1215   1095      0      0 
 20250128    04:52:05       1     59     31     30      0      0      0      0      0      0   1215   1095      0      0 
 20250128    04:52:05       2     61     31     31      0      0      0      0      0      0   1215   1095      0      0 
 20250128    04:52:05       3     57     31     31      0      0      0      0      0      0   1215   1095      0      0 
 20250128    04:52:06       0     79     32     32    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:06       1     84     32     31    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:06       2     85     32     31    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:06       3     80     32     31    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:07       0     79     32     32    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:07       1     84     32     31    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:07       2     86     32     31    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:07       3     80     32     31    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:08       0     79     32     32    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:08       1     76     32     31    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:08       2     78     32     31     72      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:08       3     73     32     31     66      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:09       0    415     37     36      1      0      0      0      0      0   1215   1380      0      0 
 20250128    04:52:09       1    273     40     37      6      2      0      0      0      0   1215   1395      0      0 
 20250128    04:52:09       2    327     41     36      2      0      0      0      0      0   1215   1335      0      0 
 20250128    04:52:09       3    355     44     38     46     27      0      0      0      0   1215   1410      0      0 
 20250128    04:52:11       0     77     33     33     42      7      0      0      0      0   1215   1410      1      0 
 20250128    04:52:11       1     83     33     32    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:11       2     85     33     32     84      2      0      0      0      0   1215   1410      0      0 
 20250128    04:52:11       3     80     33     32    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:12       0    427     51     45    100     51      0      0      0      0   1215   1380      8      0 
 20250128    04:52:12       1    370     50     43    100     51      0      0      0      0   1215   1365      0      0 
 20250128    04:52:12       2    369     48     43    100     45      0      0      0      0   1215   1380      3      0 
 20250128    04:52:12       3    347     51     41    100     54      0      0      0      0   1215   1410      5      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20250128    04:52:13       0    412     56     49    100     51      0      0      0      0   1215   1380     25      2 
 20250128    04:52:13       1    389     53     45    100     50      0      0      0      0   1215   1380      0      0 
 20250128    04:52:13       2    366     52     47    100     51      0      0      0      0   1215   1395      4      0 
 20250128    04:52:13       3    414     55     47    100     54      0      0      0      0   1215   1395      4      0 
 20250128    04:52:14       0    434     58     51    100     51      0      0      0      0   1215   1365      8      1 
 20250128    04:52:14       1    364     54     49    100     51      0      0      0      0   1215   1380      1     16 
 20250128    04:52:14       2    265     54     49    100     51      0      0      0      0   1215   1380      2      0 
 20250128    04:52:14       3    387     55     46    100     51      0      0      0      0   1215   1380      3      0 
 20250128    04:52:15       0    380     60     52    100     52      0      0      0      0   1215   1305      9      1 
 20250128    04:52:15       1    207     56     51    100     50      0      0      0      0   1215   1350      2      5 
 20250128    04:52:15       2    442     55     51    100     51      0      0      0      0   1215   1335      1      0 
 20250128    04:52:15       3    371     58     49    100     51      0      0      0      0   1215   1365      2      0 
 20250128    04:52:17       0    379     60     55    100     51      0      0      0      0   1215   1395      6      1 
 20250128    04:52:17       1    329     56     51    100     50      0      0      0      0   1215   1320      3      5 
 20250128    04:52:17       2    416     55     52    100     51      0      0      0      0   1215   1320      2      0 
 20250128    04:52:17       3    475     58     50    100     48      0      0      0      0   1215   1380      0      0 
 20250128    04:52:18       0    396     60     55    100     51      0      0      0      0   1215   1395      4      0 
 20250128    04:52:18       1    365     55     51    100     51      0      0      0      0   1215   1365      5      4 
 20250128    04:52:18       2    241     57     53    100     51      0      0      0      0   1215   1395      2      0 
 20250128    04:52:18       3    415     59     50    100     45      0      0      0      0   1215   1380      0      0 
 20250128    04:52:19       0    324     61     55    100     51      0      0      0      0   1215   1380      5      0 
 20250128    04:52:19       1    411     58     51    100     53      0      0      0      0   1215   1365      4      4 
 20250128    04:52:19       2    345     57     54    100     51      0      0      0      0   1215   1350      3      0 
 20250128    04:52:19       3    458     59     51    100     45      0      0      0      0   1215   1365      2      0 
 20250128    04:52:20       0    374     62     56    100     52      0      0      0      0   1215   1380      3      0 
 20250128    04:52:20       1    360     57     52    100     52      0      0      0      0   1215   1395      5      0 
 20250128    04:52:20       2    396     57     52    100     51      0      0      0      0   1215   1365      4      0 
 20250128    04:52:20       3    319     58     51    100     45      0      0      0      0   1215   1365      3      0 
 20250128    04:52:21       0    435     61     56    100     50      0      0      0      0   1215   1305      6      1 
 20250128    04:52:21       1    362     57     54    100     51      0      0      0      0   1215   1365      2      0 
 20250128    04:52:21       2    377     58     54    100     54      0      0      0      0   1215   1395      3      0 
 20250128    04:52:21       3    373     59     51    100     50      0      0      0      0   1215   1395      5      0 
 20250128    04:52:22       0    411     62     57    100     48      0      0      0      0   1215   1380      7      0 
 20250128    04:52:22       1    286     59     55    100     50      0      0      0      0   1215   1365      1     15 
 20250128    04:52:22       2    368     57     54    100     53      0      0      0      0   1215   1335      2      0 
 20250128    04:52:22       3    365     60     52    100     51      0      0      0      0   1215   1380      4      0 
 20250128    04:52:24       0    418     62     56    100     49      0      0      0      0   1215   1380      9      1 
 20250128    04:52:24       1    358     57     55    100     44      0      0      0      0   1215   1335      3      5 
 20250128    04:52:24       2    271     56     55    100     53      0      0      0      0   1215   1350      0      0 
 20250128    04:52:24       3    357     59     52    100     50      0      0      0      0   1215   1380      2      0 
 20250128    04:52:25       0    386     62     56    100     49      0      0      0      0   1215   1350      4      0 
 20250128    04:52:25       1    319     59     57    100     44      0      0      0      0   1215   1380      4      5 
 20250128    04:52:25       2    290     58     55    100     53      0      0      0      0   1215   1335      2      0 
 20250128    04:52:25       3    331     60     53    100     50      0      0      0      0   1215   1380      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20250128    04:52:26       0    383     60     56    100     49      0      0      0      0   1215   1380      4      0 
 20250128    04:52:26       1    251     59     57    100     46      0      0      0      0   1215   1395      5      4 
 20250128    04:52:26       2    259     59     55    100     53      0      0      0      0   1215   1305      3      0 
 20250128    04:52:26       3    301     61     54    100     50      0      0      0      0   1215   1380      2      0 
