#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20250128    04:52:07       2     91     34     49    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:07       3     76     31     30    100      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:08       0     71     31     31      8      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:08       1     74     31     32     37      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:08       2     85     34     49     57      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:08       3     68     30     30     57      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:09       0     71     34     34      0      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:09       1     87     39     35      1      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:09       2     93     40     52      0      0      0      0      0      0   1215   1395      0      0 
 20250128    04:52:09       3    419     33     31     26     11      0      0      0      0   1215   1410      0      0 
 20250128    04:52:11       0     71     32     32      4      2      0      0      0      0   1215   1410      0      0 
 20250128    04:52:11       1     73     32     33      2      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:11       2     84     35     50      3      1      0      0      0      0   1215   1410      0      0 
 20250128    04:52:11       3     68     31     30      1      0      0      0      0      0   1215   1410      0      0 
 20250128    04:52:12       0    429     42     42    100     50      0      0      0      0   1215   1395     10      1 
 20250128    04:52:12       1    347     46     42    100     50      0      0      0      0   1215   1335      2      5 
 20250128    04:52:12       2    433     54     54    100     50      0      0      0      0   1215   1365      0      0 
 20250128    04:52:12       3    387     45     40    100     51      0      0      0      0   1215   1395      4      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20250128    04:52:13       0    455     46     43    100     51      0      0      0      0   1215   1395      9      1 
 20250128    04:52:13       1    459     51     46    100     50      0      0      0      0   1215   1365      2      5 
 20250128    04:52:13       2    427     60     57    100     53      0      0      0      0   1215   1350      0      0 
 20250128    04:52:13       3    438     49     43    100     52      0      0      0      0   1215   1395      4      0 
 20250128    04:52:14       0    339     49     46    100     51      0      0      0      0   1215   1395      9      1 
 20250128    04:52:14       1    328     53     48    100     51      0      0      0      0   1215   1380      2      5 
 20250128    04:52:14       2    444     61     59    100     53      0      0      0      0   1215   1290      0      0 
 20250128    04:52:14       3    371     50     44    100     50      0      0      0      0   1215   1395      4      0 
 20250128    04:52:15       0    369     48     45    100     50      0      0      0      0   1215   1410      6      1 
 20250128    04:52:15       1    281     54     50    100     50      0      0      0      0   1215   1335      2      5 
 20250128    04:52:15       2    418     63     59    100     52      0      0      0      0   1215   1305      2      0 
 20250128    04:52:15       3    393     52     46    100     48      0      0      0      0   1215   1395      0      0 
 20250128    04:52:17       0    241     50     47    100     53      0      0      0      0   1215   1395      5      0 
 20250128    04:52:17       1    307     52     49    100     50      0      0      0      0   1215   1365      3      5 
 20250128    04:52:17       2    344     64     60    100     51      0      0      0      0   1215   1335      2      0 
 20250128    04:52:17       3    433     52     47    100     45      0      0      0      0   1215   1365      3      0 
 20250128    04:52:18       0    186     52     49    100     52      0      0      0      0   1215   1395      4      0 
 20250128    04:52:18       1    380     54     50    100     52      0      0      0      0   1215   1380      4      0 
 20250128    04:52:18       2    402     65     61    100     51      0      0      0      0   1215   1350      3      0 
 20250128    04:52:18       3    411     52     48    100     45      0      0      0      0   1215   1350      3      0 
 20250128    04:52:19       0    420     52     50    100     52      0      0      0      0   1215   1395     16      0 
 20250128    04:52:19       1    378     56     51    100     52      0      0      0      0   1215   1380      3      0 
 20250128    04:52:19       2    382     64     61    100     50      0      0      0      0   1215   1380      3      0 
 20250128    04:52:19       3    442     51     46    100     45      0      0      0      0   1215   1380      4      0 
 20250128    04:52:20       0    443     53     51    100     50      0      0      0      0   1215   1395      8      0 
 20250128    04:52:20       1    335     56     52    100     52      0      0      0      0   1215   1365      0      0 
 20250128    04:52:20       2    403     66     62    100     49      0      0      0      0   1215   1350      3      0 
 20250128    04:52:20       3    395     50     47    100     51      0      0      0      0   1215   1380      5      0 
 20250128    04:52:21       0    432     52     50    100     51      0      0      0      0   1215   1365      8      0 
 20250128    04:52:21       1    350     56     53    100     52      0      0      0      0   1215   1335      2      7 
 20250128    04:52:21       2    375     66     62    100     49      0      0      0      0   1215   1350      0      0 
 20250128    04:52:21       3    398     53     47    100     51      0      0      0      0   1215   1395      4      0 
 20250128    04:52:22       0    381     53     50    100     44      0      0      0      0   1215   1335      6      0 
 20250128    04:52:22       1    435     55     54    100     51      0      0      0      0   1215   1350      2      6 
 20250128    04:52:22       2    424     66     62    100     51      0      0      0      0   1215   1335      2      0 
 20250128    04:52:22       3    430     53     49    100     51      0      0      0      0   1215   1365      0      0 
 20250128    04:52:24       0    371     52     50    100     44      0      0      0      0   1215   1395      5      0 
 20250128    04:52:24       1    370     55     54    100     50      0      0      0      0   1215   1395      3      5 
 20250128    04:52:24       2    435     66     63    100     51      0      0      0      0   1215   1320      2      0 
 20250128    04:52:24       3    455     54     50    100     50      0      0      0      0   1215   1365      2      0 
 20250128    04:52:25       0    378     51     51    100     44      0      0      0      0   1215   1395      3      0 
 20250128    04:52:25       1    410     56     53    100     50      0      0      0      0   1215   1395      4      0 
 20250128    04:52:25       2    435     65     62    100     51      0      0      0      0   1215   1335      3      0 
 20250128    04:52:25       3    194     52     50    100     51      0      0      0      0   1215   1365      3      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20250128    04:52:26       0    370     54     52    100     44      0      0      0      0   1215   1395     16      0 
 20250128    04:52:26       1    377     56     54    100     45      0      0      0      0   1215   1395      3      0 
 20250128    04:52:26       2    392     67     63    100     51      0      0      0      0   1215   1350      4      0 
 20250128    04:52:26       3    215     52     48    100     50      0      0      0      0   1215   1365      3      0 
